;Radius_1;Radius_2;Radius_3;Radius_4;Radius_5;Radius_6;Radius_7;Radius_8;Radius_9;Radius_10;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_1714;0.036;0.008;0.027;0.025;0.010;0.008;0.013;0.029;0.028;0.012;;307.9;253.6;290.8;254.8;96.2;253.2;201.9;248.2;273.2;162
Model_1715;0.041;0.010;0.029;0.022;0.011;0.010;0.009;0.026;0.023;0.013;;275.5;266.8;281;291.5;114.1;261.8;317.9;319.1;370.1;225.4
Model_1716;0.037;0.011;0.032;0.026;0.012;0.012;0.012;0.028;0.023;0.010;;295.9;202.3;238;231.3;68.7;179.3;260.6;260.5;388.1;316.2
Model_1717;0.039;0.008;0.029;0.023;0.008;0.011;0.009;0.031;0.030;0.009;;279;204.4;254.6;294.5;28.9;109;223;235.4;237.6;223.6
Model_1718;0.037;0.008;0.029;0.019;0.009;0.010;0.011;0.029;0.024;0.011;;296.5;347.7;269.6;413.7;43.4;222.2;250.7;253.7;347.8;253.2
Model_1719;0.038;0.012;0.031;0.021;0.010;0.012;0.009;0.029;0.028;0.009;;292.7;129.6;244.6;340.7;53.9;130.1;271.6;262.6;263.2;302.3
Model_1720;0.040;0.013;0.030;0.026;0.009;0.012;0.009;0.023;0.028;0.009;;303.8;102.7;277.9;234.4;93.2;121.8;350.1;394.8;290.9;295.4
Model_1721;0.035;0.008;0.027;0.025;0.012;0.012;0.008;0.024;0.031;0.011;;357.2;230.2;319.7;249.5;67.5;105.3;355.3;370.1;236.7;183.2
Model_1722;0.036;0.011;0.028;0.024;0.010;0.010;0.010;0.024;0.026;0.009;;332.1;147.5;298.6;270.2;100.2;180.4;320.7;359.2;318.4;304.1
Model_1723;0.039;0.010;0.024;0.023;0.012;0.011;0.012;0.030;0.023;0.012;;274.7;266.8;349.7;279.8;82.2;221.5;197.6;240.9;371.4;247.5
Model_1724;0.041;0.009;0.025;0.024;0.009;0.010;0.009;0.025;0.023;0.010;;282.9;248.5;340.2;259;77;203.4;296.4;348;391.3;278.5
Model_1725;0.041;0.010;0.028;0.021;0.010;0.013;0.010;0.031;0.027;0.009;;257.7;186.4;269.5;346.9;56.6;113.4;212.4;233.6;282.8;296.5
Model_1726;0.040;0.008;0.024;0.021;0.012;0.012;0.008;0.028;0.029;0.011;;282.5;267.1;348.6;336.9;85.8;116.9;241.8;290.9;244.8;201.6
Model_1727;0.036;0.010;0.031;0.020;0.010;0.012;0.009;0.030;0.027;0.013;;310.5;248.4;251.4;349.9;108.4;167.6;292.8;243.4;267.1;208.4
Model_1728;0.039;0.010;0.026;0.021;0.011;0.010;0.012;0.023;0.023;0.012;;295.8;272;342;324.5;79.7;271.7;301.5;371.5;372;267.8
Model_1729;0.035;0.011;0.028;0.020;0.011;0.009;0.011;0.029;0.027;0.013;;321.1;198.7;287.9;362.2;53.6;288.2;256.2;251.7;271;201.4
Model_1730;0.040;0.012;0.031;0.019;0.009;0.009;0.008;0.030;0.028;0.012;;271.3;152.5;246.9;392.8;126.4;257.3;287.5;251.2;254.6;215.4
Model_1731;0.039;0.012;0.025;0.026;0.011;0.009;0.011;0.030;0.023;0.009;;277.9;140.6;318.5;233.5;54.1;244.4;203.5;245;395.4;316.9
Model_1732;0.036;0.009;0.028;0.019;0.009;0.011;0.010;0.024;0.029;0.011;;330.5;252.2;303;406.9;74.7;170.8;328.1;358.3;246.2;246.7
Model_1733;0.041;0.012;0.031;0.022;0.011;0.010;0.011;0.031;0.026;0.011;;254;157.9;237.7;310.2;57.3;224.1;223.3;226.5;298.7;252.7
Model_1734;0.039;0.010;0.029;0.022;0.009;0.012;0.011;0.026;0.026;0.011;;287;227.4;277.8;305.1;52.7;158.8;277.3;307.5;299.4;261.8
Model_1735;0.040;0.010;0.026;0.021;0.011;0.012;0.011;0.024;0.030;0.011;;290.4;199.8;332.4;338.8;80.7;137.7;282.7;356.1;234.8;239.3
Model_1736;0.042;0.012;0.026;0.019;0.011;0.008;0.009;0.029;0.023;0.009;;258.3;148.4;305.5;419.1;91;316.9;236.4;268.5;384.1;342.3
Model_1737;0.037;0.010;0.027;0.023;0.012;0.010;0.011;0.026;0.029;0.013;;309.1;209;310.1;281.7;62.5;206.1;271.5;306.5;244.7;180.8
Model_1738;0.035;0.009;0.027;0.021;0.012;0.009;0.010;0.025;0.028;0.011;;339.8;225.3;314.1;342.1;76.8;222.2;307.9;333.7;265.7;218.2
Model_1739;0.036;0.008;0.031;0.021;0.011;0.012;0.011;0.024;0.028;0.011;;325.7;303.6;266.8;343.3;113.6;136.7;321.3;346.3;269.4;234
Model_1740;0.041;0.012;0.029;0.021;0.011;0.011;0.010;0.027;0.029;0.009;;271;121.8;269.7;344.8;56.9;144.6;259.5;296.3;247.5;293.6
Model_1741;0.041;0.010;0.026;0.021;0.011;0.010;0.009;0.025;0.028;0.011;;283.7;193.8;324.7;336.6;67.9;188.4;296.5;346.5;265.3;230.5
Model_1742;0.038;0.010;0.032;0.019;0.012;0.009;0.011;0.026;0.024;0.011;;293.7;240.8;249.5;405.8;64.1;294.4;297.7;303.3;345.2;278.7
Model_1743;0.041;0.010;0.025;0.022;0.009;0.010;0.011;0.028;0.027;0.012;;265.1;212.5;332.6;303.3;58.6;208.6;223.2;276.7;277.5;207.9
Model_1744;0.037;0.010;0.024;0.021;0.012;0.008;0.011;0.024;0.027;0.012;;318.2;201.3;376.1;338.8;77.8;307.9;280.9;357.6;281.7;203.6
Model_1745;0.036;0.011;0.028;0.020;0.009;0.009;0.010;0.025;0.025;0.009;;325.8;160.5;294.7;376.4;74.4;239.5;307.2;336.1;330.4;331.2
Model_1746;0.038;0.010;0.030;0.021;0.009;0.009;0.009;0.026;0.030;0.009;;305.6;147.3;262.4;350.6;70.8;178.9;297.2;319.7;240;258.7
Model_1747;0.036;0.010;0.027;0.023;0.011;0.008;0.009;0.023;0.023;0.012;;338.9;227.3;324.8;278.2;68.9;348.1;373.7;394.3;387.5;230.5
Model_1748;0.036;0.012;0.026;0.025;0.008;0.012;0.011;0.030;0.026;0.010;;308.8;148.8;308.6;242;41.2;151.1;224.6;240.6;304.5;275.6
Model_1749;0.039;0.013;0.026;0.026;0.011;0.011;0.010;0.026;0.023;0.011;;291;155.2;323.6;214;85.1;218.8;285.8;315.4;379.1;290.2
Model_1750;0.039;0.010;0.031;0.020;0.012;0.011;0.010;0.030;0.023;0.009;;276.6;223.7;241.1;382.7;64.6;188;249.8;243.3;383.2;354.7
Model_1751;0.041;0.010;0.031;0.022;0.011;0.012;0.011;0.025;0.023;0.011;;272.4;262.7;260.4;299.8;54.8;186.5;303.3;326.3;375.6;297.6
Model_1752;0.040;0.008;0.031;0.019;0.009;0.009;0.011;0.024;0.028;0.009;;288.6;254;256.4;428.4;139.8;200;289.2;355.4;272.1;286.9
Model_1753;0.040;0.008;0.027;0.026;0.012;0.011;0.009;0.026;0.025;0.011;;287.1;286.9;302;225;66.1;154.3;287.1;322.2;336.9;215.5
Model_1754;0.037;0.008;0.025;0.021;0.008;0.012;0.009;0.023;0.029;0.009;;333;238;350.4;351.2;91.8;105.6;327.3;400.8;262.6;272.5
Model_1755;0.042;0.009;0.026;0.022;0.009;0.011;0.010;0.026;0.025;0.011;;267.3;261.7;319.5;304.4;64.5;175.1;268.7;318.5;325.4;245.9
Model_1756;0.040;0.009;0.028;0.021;0.012;0.011;0.012;0.031;0.025;0.009;;262.3;234.7;270.3;357;44.6;160.9;193.8;226.4;331.7;306.2
Model_1757;0.035;0.009;0.025;0.025;0.011;0.009;0.011;0.027;0.029;0.011;;332.4;198.4;337.4;248.6;75.4;196.4;242.9;289.8;253.3;190.5
Model_1758;0.042;0.008;0.031;0.023;0.009;0.008;0.009;0.024;0.027;0.012;;280.9;264.8;260.3;292;72.2;267;330.7;368.2;300.1;177
Model_1759;0.035;0.012;0.025;0.026;0.012;0.012;0.011;0.029;0.026;0.012;;324.4;170.7;335.7;216.1;64.3;171.7;236.8;253.9;297.4;230
Model_1760;0.037;0.012;0.026;0.024;0.009;0.012;0.009;0.027;0.030;0.009;;313.9;110.7;315.3;268.4;40.2;110.8;267.6;300.8;237.7;263.7
Model_1761;0.042;0.012;0.028;0.021;0.009;0.010;0.010;0.027;0.027;0.011;;262.2;151.4;286;331.3;64.7;213.4;266.4;296.2;276.5;251.6
Model_1762;0.037;0.009;0.024;0.021;0.012;0.012;0.013;0.026;0.027;0.009;;304.8;222.8;364.9;350.6;94.7;128.7;217.6;304.5;286.1;301.3
Model_1763;0.041;0.009;0.031;0.020;0.008;0.009;0.011;0.026;0.027;0.011;;270.5;245.7;250.5;374.6;76.5;242.5;268.1;309.3;281.1;235.1
Model_1764;0.039;0.012;0.025;0.025;0.009;0.011;0.008;0.025;0.030;0.010;;306.3;112.6;343.6;246.2;60.4;131.1;305.4;351.8;245.4;229.1
Model_1765;0.038;0.009;0.027;0.027;0.012;0.012;0.012;0.023;0.025;0.009;;308.2;221.7;317.9;216.8;137.8;132.6;293.9;371.8;348;302
Model_1766;0.040;0.011;0.026;0.026;0.010;0.012;0.012;0.025;0.026;0.013;;280.9;210.7;330;216.6;53.5;177.8;262;324.8;298.7;214.5
Model_1767;0.039;0.008;0.025;0.021;0.008;0.010;0.010;0.027;0.028;0.012;;288.7;288.1;335.5;336.6;47.6;183.9;250.1;298.8;261.5;185.4
Model_1768;0.038;0.012;0.029;0.022;0.012;0.012;0.009;0.024;0.023;0.010;;311.5;178.3;291;300.4;86.6;180.4;357.8;365.7;378.7;343
Model_1769;0.042;0.009;0.031;0.021;0.008;0.012;0.009;0.026;0.030;0.011;;270.1;223.8;253.8;338;46.1;126.5;301.8;319.6;235.6;219.3
Model_1770;0.042;0.011;0.027;0.020;0.011;0.010;0.010;0.024;0.029;0.009;;278.7;140.6;310.3;380.8;83.9;167.8;293.4;365;254.7;296.1
Model_1771;0.040;0.010;0.025;0.023;0.009;0.012;0.010;0.031;0.026;0.011;;266.7;212.4;323.1;279.5;94.9;147.9;210.7;233.8;298.8;234.4
Model_1772;0.035;0.012;0.030;0.024;0.009;0.013;0.010;0.029;0.029;0.012;;325;157;262.6;254;55.2;132.2;278.8;253.1;239.6;217.5
Model_1773;0.040;0.010;0.031;0.019;0.012;0.010;0.011;0.024;0.030;0.012;;286.7;217.6;266.7;404.1;90;221.1;313.3;348.6;230.6;222.8
Model_1774;0.035;0.012;0.030;0.023;0.008;0.011;0.008;0.030;0.030;0.010;;329.4;118.1;257.3;283.1;72;137.9;287.4;248.4;230.3;232.8
Model_1775;0.042;0.008;0.024;0.022;0.012;0.011;0.009;0.024;0.026;0.013;;282.5;329.2;370;304.1;84.5;176.2;300.1;374.3;304.4;184.4
Model_1776;0.041;0.011;0.026;0.022;0.009;0.011;0.012;0.027;0.028;0.010;;266.9;162.5;313.9;312.2;63.7;162.9;218.2;290.4;263.5;269
Model_1777;0.042;0.012;0.028;0.020;0.008;0.009;0.009;0.030;0.027;0.011;;253.4;143.7;277.8;363.3;108.8;245.6;250.3;250;276.9;235.9
Model_1778;0.041;0.008;0.028;0.022;0.008;0.009;0.012;0.028;0.026;0.013;;261.8;318.2;279;313.6;50.5;249.5;221.6;270.1;303.6;172.7
Model_1779;0.035;0.008;0.024;0.021;0.010;0.011;0.013;0.028;0.029;0.010;;323.3;265.4;356.3;350.8;86.9;140.6;197.6;268.5;248.1;236
Model_1780;0.042;0.008;0.030;0.027;0.012;0.010;0.011;0.028;0.026;0.013;;257;298.3;253.6;209.4;53.9;192.2;241.5;271.8;311.5;163.1
Model_1781;0.036;0.010;0.026;0.020;0.009;0.009;0.010;0.031;0.023;0.010;;307.8;224.8;308.3;376.1;87;270.4;236.2;230;381.1;295.8
Model_1782;0.041;0.008;0.030;0.027;0.009;0.009;0.012;0.023;0.028;0.012;;285.5;279.3;269.4;222.3;166.3;218.2;282.9;372.9;289.5;180.9
Model_1783;0.036;0.010;0.026;0.026;0.012;0.010;0.011;0.030;0.025;0.013;;309;231.1;310.8;220.7;64.8;230.3;228.3;239.2;323.9;191.3
Model_1784;0.035;0.011;0.030;0.021;0.011;0.012;0.011;0.031;0.024;0.013;;314.7;249.1;260.5;320.7;90.2;207.7;260.6;220.8;330.5;240.4
Model_1785;0.037;0.011;0.030;0.024;0.010;0.011;0.012;0.028;0.028;0.011;;298.4;171.4;258;263.4;74.7;172.3;242.8;263.5;264.2;237.3
Model_1786;0.039;0.009;0.029;0.024;0.010;0.009;0.009;0.028;0.028;0.010;;288.2;188;265.7;268.9;41.1;186.1;263.9;281.4;271.7;215.5
Model_1787;0.040;0.012;0.025;0.021;0.010;0.008;0.010;0.024;0.029;0.011;;294.6;128.8;348.2;342;66.7;279.7;289.2;366;252.5;222.1
Model_1788;0.039;0.013;0.031;0.020;0.011;0.012;0.009;0.028;0.027;0.010;;285.1;134.3;250.5;363.1;80.5;156.5;290.5;279.3;274.3;303.2
Model_1789;0.036;0.011;0.027;0.024;0.009;0.010;0.010;0.031;0.026;0.010;;308.9;159.1;288.5;265.1;55;191.1;230.7;229.6;306.6;255.8
Model_1790;0.035;0.010;0.029;0.025;0.008;0.010;0.009;0.027;0.025;0.011;;334.5;203.7;278.3;238.7;60.4;202.8;314.5;295.1;330.6;235.9
Model_1791;0.036;0.012;0.029;0.024;0.011;0.010;0.012;0.030;0.029;0.012;;305.1;146;266.8;261.2;51.3;207.6;225.4;233.1;243.9;204
Model_1792;0.041;0.008;0.028;0.022;0.009;0.010;0.011;0.028;0.028;0.011;;265.2;270.6;277.5;315.6;54.1;171.9;227.8;275.1;266.4;203.6
Model_1793;0.038;0.011;0.028;0.020;0.011;0.010;0.009;0.023;0.029;0.012;;319.5;181.4;310.3;363.4;63.5;219.3;367.4;393.2;252;226.5
Model_1794;0.035;0.010;0.031;0.020;0.010;0.012;0.012;0.025;0.030;0.011;;329.7;215.6;262.8;371.3;115.8;148.5;291;315.2;228.2;255.7
Model_1795;0.042;0.012;0.028;0.019;0.009;0.008;0.012;0.031;0.026;0.011;;244.5;154.8;273.3;414.6;47.5;333.3;196.4;227;300;248.6
Model_1796;0.037;0.011;0.028;0.025;0.009;0.011;0.011;0.025;0.029;0.013;;313;183.4;298.6;240.1;69.6;179.7;290.6;326;250.6;192.9
Model_1797;0.042;0.011;0.026;0.026;0.008;0.012;0.012;0.027;0.029;0.011;;260.7;161.8;312.5;227;61;137.1;214.1;290.2;249.5;224.6
Model_1798;0.040;0.012;0.025;0.019;0.011;0.011;0.012;0.027;0.029;0.009;;274.5;134.4;336.2;417.3;63.7;158.6;214.6;291.9;243.1;317.3
Model_1799;0.040;0.008;0.031;0.024;0.010;0.010;0.012;0.031;0.025;0.010;;261.8;277.7;231.6;280.2;57.6;183.2;204.1;223.9;338.3;241.9
Model_1800;0.040;0.011;0.030;0.020;0.012;0.010;0.011;0.029;0.030;0.012;;268.1;176.9;256.4;365.2;46.7;208.5;238.8;254.9;222.8;210.5
Model_1801;0.038;0.012;0.031;0.026;0.008;0.012;0.011;0.026;0.028;0.012;;297.4;159.1;256.3;222.6;63.3;159.2;285.5;303.3;266.8;225.3
Model_1802;0.041;0.009;0.029;0.020;0.009;0.012;0.009;0.024;0.024;0.011;;285.2;292.8;289;359.6;86.5;162.9;351.1;367.4;347.5;279.1
Model_1803;0.041;0.011;0.025;0.023;0.009;0.009;0.009;0.028;0.026;0.011;;270.2;161.4;330;279.5;90.6;235.1;248.9;285.1;303.4;225.3
Model_1804;0.035;0.012;0.028;0.022;0.012;0.009;0.012;0.026;0.027;0.011;;327.4;147.8;296.2;309.7;88.7;260.1;270.3;297.9;281.2;247.8
Model_1805;0.037;0.012;0.025;0.024;0.010;0.008;0.011;0.027;0.027;0.012;;306.7;138.3;337.5;260.9;46.9;302.9;242.7;291.7;284;198.2
Model_1806;0.036;0.012;0.026;0.027;0.012;0.009;0.011;0.025;0.030;0.011;;327.5;117.1;329.6;216.1;93.4;205.5;275.3;327.6;244.1;201.3
Model_1807;0.036;0.010;0.025;0.022;0.011;0.011;0.009;0.025;0.028;0.011;;332.3;196.4;348.3;307.2;62.4;158.8;309.8;343.6;265;232.3
Model_1808;0.042;0.013;0.029;0.023;0.011;0.009;0.012;0.026;0.026;0.010;;261.4;119.7;272.9;288.6;84.7;250.3;247.3;304.8;308.2;280.8
Model_1809;0.041;0.011;0.025;0.023;0.010;0.012;0.011;0.023;0.030;0.010;;290.5;150.8;353;292.4;103.5;125.3;283.7;385.6;245.6;261.4
Model_1810;0.036;0.012;0.031;0.022;0.012;0.010;0.008;0.025;0.027;0.012;;333.8;157.6;268.6;300.1;93.3;218.2;370.5;343.6;283.3;229.2
Model_1811;0.041;0.009;0.030;0.024;0.009;0.008;0.011;0.030;0.023;0.013;;256.7;273.7;249.4;266.2;60.3;343.6;234.1;240.1;385;185.7
Model_1812;0.038;0.008;0.031;0.022;0.012;0.011;0.011;0.031;0.027;0.010;;282.7;269;236.8;323.6;50.7;144.7;222.3;225.5;287.1;235.7
Model_1813;0.035;0.009;0.025;0.026;0.012;0.012;0.009;0.024;0.025;0.013;;348.7;283.9;358;217.6;79.4;159.5;341.7;366.2;329.3;198.6
Model_1814;0.039;0.012;0.027;0.023;0.009;0.012;0.013;0.024;0.028;0.010;;292.2;149.4;310.7;290.9;135.4;151.7;251.6;343.2;268.7;296.6
Model_1815;0.042;0.011;0.025;0.020;0.012;0.011;0.013;0.030;0.027;0.010;;247.7;180.6;326.1;378;39.6;178;173;241.1;279;284.6
Model_1816;0.038;0.011;0.025;0.026;0.012;0.010;0.013;0.030;0.023;0.013;;281.5;226.9;329.9;220.8;65.6;273.2;199.9;234.5;372.9;221.5
Model_1817;0.036;0.010;0.028;0.025;0.009;0.012;0.009;0.031;0.027;0.012;;310.7;206.9;279;234.3;91.7;143.1;258.1;231;278.8;198.8
Model_1818;0.036;0.008;0.030;0.026;0.009;0.011;0.012;0.025;0.029;0.012;;322.1;283.9;265.8;234.7;138.9;151.2;271.5;318.9;259.5;184.9
Model_1819;0.040;0.012;0.026;0.024;0.011;0.010;0.010;0.023;0.024;0.011;;297.3;166.2;338.4;256.1;58.6;238.4;330.4;389.5;357.1;278.4
Model_1820;0.041;0.009;0.032;0.024;0.008;0.011;0.010;0.027;0.025;0.013;;268;284.1;243.8;253.5;64.2;188.8;293.6;291.2;323.3;196.3
Model_1821;0.043;0.012;0.031;0.024;0.008;0.012;0.010;0.026;0.026;0.009;;260.2;135.6;248.3;267.5;58.2;138.9;277.7;315.7;312.3;316.6
Model_1822;0.035;0.010;0.026;0.024;0.010;0.010;0.013;0.025;0.026;0.011;;329.3;214.6;328.8;263.8;116.6;216.8;252.9;316.9;307.4;249.3
Model_1823;0.038;0.008;0.025;0.023;0.012;0.008;0.012;0.024;0.029;0.011;;306.5;239.4;350.2;297.9;120.2;240.1;259.1;351.1;258.4;185.6
Model_1824;0.040;0.012;0.025;0.021;0.009;0.011;0.011;0.023;0.026;0.010;;294.7;156.6;354.8;336.9;81.6;185.8;296.5;385.2;304.8;313.3
Model_1825;0.039;0.011;0.030;0.027;0.010;0.008;0.012;0.027;0.031;0.009;;286.2;105.5;251.4;226.9;130.5;200.3;226.9;284.5;234.3;223.7
Model_1826;0.041;0.010;0.031;0.024;0.011;0.009;0.008;0.026;0.028;0.011;;281.6;170.3;254.5;265.1;67.9;204.3;316.6;325.2;275.6;204.7
Model_1827;0.037;0.009;0.028;0.019;0.012;0.008;0.012;0.023;0.025;0.012;;313.7;279.1;310.3;407.3;115;351;311.2;367.6;322;227.8
Model_1828;0.040;0.011;0.024;0.024;0.009;0.011;0.010;0.024;0.031;0.013;;296.2;167.2;374.1;259.9;39.6;167.4;285.6;364.8;225.4;179.2
Model_1829;0.039;0.011;0.027;0.021;0.010;0.012;0.008;0.026;0.030;0.013;;298.2;184;310.7;322.6;112.6;152.7;322.4;325.4;227.3;194.8
Model_1830;0.038;0.012;0.026;0.024;0.012;0.011;0.009;0.025;0.026;0.012;;309.5;165.4;330.8;253.3;87.4;193.2;316;343;301.4;234
Model_1831;0.040;0.008;0.030;0.024;0.009;0.012;0.011;0.029;0.024;0.013;;267.4;362.6;255.2;258.4;59.6;164.7;249.6;253.6;349.9;193
Model_1832;0.041;0.009;0.028;0.024;0.012;0.010;0.010;0.027;0.029;0.010;;272.6;190.3;281.8;270.3;63.6;153.2;251.5;296.6;254.5;218.4
Model_1833;0.035;0.010;0.026;0.020;0.012;0.009;0.011;0.024;0.030;0.010;;340.9;173.3;336.4;379.8;106.2;210.6;298;351.9;234.8;249.3
Model_1834;0.041;0.010;0.031;0.022;0.012;0.009;0.009;0.031;0.029;0.010;;260.1;159.6;234.4;316.6;55.6;194.3;230.5;234.8;249.2;221.9
Model_1835;0.038;0.011;0.025;0.023;0.008;0.011;0.010;0.029;0.030;0.011;;292.3;152;330.1;281.4;54.8;149.2;228.3;262.5;228.5;211.3
Model_1836;0.040;0.010;0.031;0.021;0.008;0.012;0.009;0.028;0.028;0.012;;275.7;216.5;252.6;326.3;93;145.7;296.7;278.5;254.8;215.2
Model_1837;0.042;0.012;0.026;0.024;0.011;0.012;0.009;0.028;0.027;0.009;;263.4;125.6;307.2;264.8;65.8;127.5;239.9;285.6;287.6;288.3
Model_1838;0.036;0.010;0.027;0.021;0.012;0.011;0.009;0.024;0.023;0.009;;334.2;214.7;317;337.6;66.4;180.4;347.2;367.5;387;356.4
Model_1839;0.041;0.008;0.031;0.025;0.009;0.009;0.009;0.025;0.027;0.011;;283.3;251.4;255.3;250;67;197.3;312.8;342.8;301;195.3
Model_1840;0.037;0.008;0.030;0.024;0.012;0.010;0.009;0.024;0.027;0.010;;325;247.6;276.4;271.1;89.4;157.1;346.5;364.5;301.7;230
Model_1841;0.038;0.011;0.027;0.021;0.009;0.011;0.010;0.024;0.030;0.012;;310.8;178.5;318.1;332.4;54.2;178;317.9;359.4;234;221.1
Model_1842;0.042;0.012;0.029;0.021;0.011;0.009;0.011;0.029;0.025;0.013;;251.6;180.4;268.3;327.5;78.2;311.2;240.1;255.5;314.1;215.4
Model_1843;0.038;0.010;0.028;0.026;0.009;0.009;0.010;0.024;0.026;0.011;;311;189.8;297.9;228.4;83.8;233.4;314.7;360.4;319;226.7
Model_1844;0.039;0.009;0.025;0.020;0.008;0.011;0.012;0.024;0.028;0.011;;295.6;260.3;348.7;372.1;99.5;173.1;257.4;353.6;260.8;250.2
Model_1845;0.036;0.008;0.026;0.024;0.010;0.012;0.012;0.026;0.029;0.010;;319.8;252.8;319.7;272.8;110.8;113.8;240.2;304.9;254.2;229.1
Model_1846;0.035;0.010;0.024;0.025;0.010;0.013;0.012;0.025;0.028;0.012;;334.6;220.8;373.6;239.9;76.3;131.6;257.8;324.6;262;217.9
Model_1847;0.041;0.009;0.026;0.022;0.012;0.013;0.011;0.029;0.028;0.009;;263.1;204.9;305.5;320.2;48.4;101.8;204.3;261.1;267.5;273.8
Model_1848;0.035;0.008;0.025;0.025;0.009;0.013;0.010;0.031;0.028;0.011;;323.5;264.3;323.7;242.8;48.7;102.6;217.5;231.6;266.3;194
Model_1849;0.039;0.013;0.031;0.024;0.010;0.009;0.009;0.026;0.025;0.009;;294.2;107.1;253.1;266.4;52.3;225.1;309.3;319.1;338.2;306.8
Model_1850;0.040;0.008;0.025;0.024;0.010;0.012;0.009;0.024;0.026;0.013;;296.9;323.4;351;257.6;74.3;145.4;317.8;371.5;309.3;182.4
Model_1851;0.036;0.008;0.024;0.026;0.008;0.010;0.010;0.028;0.024;0.012;;317.6;309.5;354.4;220.3;68;199.6;249.8;278;358.1;194.9
Model_1852;0.038;0.010;0.026;0.024;0.010;0.009;0.012;0.028;0.030;0.011;;291.5;167.5;311.5;268.6;75.1;204.4;211.4;270.6;234.9;197
Model_1853;0.039;0.011;0.030;0.020;0.011;0.012;0.010;0.024;0.025;0.012;;296.9;227.4;281.4;351.7;75.8;187.3;345.7;355.8;314.2;272.2
Model_1854;0.037;0.011;0.030;0.021;0.008;0.010;0.008;0.026;0.028;0.010;;317.7;150.6;269.4;337.4;69.7;177.3;338.1;323.6;267.1;258.1
Model_1855;0.042;0.012;0.031;0.020;0.009;0.011;0.010;0.030;0.027;0.013;;249.3;182.8;247.1;348.2;111.5;209.4;261.4;242.6;265.2;217.5
Model_1856;0.041;0.009;0.030;0.024;0.011;0.012;0.011;0.028;0.025;0.010;;263.8;245.4;253.6;267.6;53.4;143.7;244.6;272;333.4;269.1
Model_1857;0.041;0.008;0.031;0.019;0.011;0.012;0.011;0.030;0.026;0.012;;255.8;356.8;242.3;406.8;59.7;157;234.9;240.2;293.5;220.4
Model_1858;0.037;0.010;0.030;0.020;0.009;0.011;0.010;0.030;0.030;0.011;;297.4;195.2;254.9;367.8;47.7;158.3;251.6;242.7;225;226.1
Model_1859;0.039;0.013;0.030;0.026;0.011;0.012;0.012;0.024;0.024;0.011;;290.3;159.4;276.2;218.3;90.2;192.5;301.4;340.7;351.9;300.6
Model_1860;0.037;0.011;0.024;0.020;0.011;0.011;0.011;0.028;0.026;0.009;;303.2;168.1;354.6;378.4;42.5;167.4;222.2;277;302.3;325.2
Model_1861;0.039;0.010;0.031;0.025;0.010;0.012;0.010;0.031;0.027;0.013;;274.3;224.1;241.5;233.4;76.7;155;246.4;227.6;276.9;186
Model_1862;0.037;0.012;0.026;0.022;0.012;0.012;0.011;0.031;0.030;0.012;;294.5;156.1;309.5;302;60.9;153;209.7;228;222.1;212.1
Model_1863;0.039;0.009;0.030;0.026;0.009;0.011;0.009;0.031;0.024;0.011;;277;251.1;249;223.3;93;171.8;255.4;232.3;357.2;229
Model_1864;0.040;0.011;0.024;0.022;0.011;0.010;0.009;0.030;0.026;0.012;;272.3;187.2;346;300.3;109.9;219.9;220.8;252.6;295.3;215.8
Model_1865;0.035;0.008;0.027;0.021;0.012;0.009;0.010;0.031;0.025;0.013;;321.4;330.7;292.5;340.6;69.5;257.8;238.1;229.1;323;175.8
Model_1866;0.038;0.010;0.031;0.026;0.012;0.012;0.011;0.024;0.024;0.010;;303.9;219;264.8;225;100.5;159;320.4;347.7;363.5;298.1
Model_1867;0.036;0.012;0.026;0.024;0.011;0.012;0.011;0.024;0.030;0.012;;329.6;151.8;338.5;260.2;79.4;148.7;300.3;349.8;236.2;220
Model_1868;0.039;0.008;0.027;0.023;0.009;0.008;0.012;0.024;0.025;0.010;;295.6;270.6;305.6;297;140.8;272.6;261.9;352.5;342.7;247.3
Model_1869;0.037;0.012;0.032;0.027;0.012;0.009;0.009;0.026;0.030;0.013;;316.9;129.9;251.7;210.3;56.7;223.1;322.2;312.4;243.7;165.4
Model_1870;0.037;0.008;0.031;0.024;0.008;0.009;0.010;0.025;0.023;0.009;;314.8;276.4;253.2;274;100.9;224.5;307.7;335.5;404.6;302.6
Model_1871;0.035;0.011;0.026;0.025;0.009;0.011;0.011;0.025;0.025;0.010;;336.2;177.2;327.2;242.4;80.8;180.8;285.7;329.2;333.1;291.5
Model_1872;0.039;0.010;0.029;0.025;0.012;0.010;0.011;0.029;0.029;0.012;;279.3;186.7;265.7;243.4;49.8;184.5;232.6;254.5;248.3;184.4
Model_1873;0.035;0.011;0.024;0.024;0.009;0.012;0.011;0.028;0.029;0.012;;327.8;176.2;360.4;255.8;42.6;146.5;235.5;272.5;241.5;206.7
Model_1874;0.037;0.011;0.026;0.021;0.010;0.008;0.009;0.026;0.029;0.011;;316.3;145.4;322;340.3;49.5;265.5;290.4;321.6;247.5;210.1
Model_1875;0.037;0.012;0.030;0.027;0.011;0.011;0.010;0.027;0.027;0.013;;307.3;163.2;267.7;202.4;59.5;191.3;294.4;288.7;281;198.5
